"Version",5
"Author","Adrian Orastean"
"Date",#2024-09-04 12:30:23#
"Product","2SP0215F2Q1C-GD1000HFA120C6S"
"Mandatory","CTQ","Fail Group","Test Number 1","Test Number 2","Test Name","Spec ID","Test Mode","Low Limit","Expected Value","Max Limit","Unit","Tolerance","BOM ID","MFG PN","Test Type","Test Point A","Test Point B","Test Point C","Test Point D","Voltage","Current","Frequency","Treshold Level CHA","Treshold Level CHB","Samples","Setup Delay","Range Delay","Error Text","Test Description"
1,0,2,"020","270","ICT - Capacitance C302","C302","GELE",.000000423,.00000047,.000000517,"Fahrad",.1,"SPA-CAP-0010","CGA3E3X7R1E474K080AB","Capacitance Measurement - CS","TP301","TP302","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C302","Replace C302"
1,0,2,"020","280","ICT - Capacitance C305","C305","GELE",.00000000005,.0000000001,.00000000015,"Fahrad",.5,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP303","TP305","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C305","Replace C305"
1,0,2,"020","290","ICT - Capacitance C306","C306","GELE",.00000000005,.0000000001,.00000000015,"Fahrad",.5,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP303","TP308","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C306","Replace C306"
1,0,2,"020","300","ICT - Capacitance C307","C307","GELE",.00000000005,.0000000001,.00000000015,"Fahrad",.5,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP303","TP309","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C307","Replace C307"
1,0,2,"020","310","ICT - Capacitance C308","C308","GELE",.00000000007,.0000000001,.00000000013,"Fahrad",.3,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP303","TP310","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C308","Replace C308"
1,0,2,"020","350","ICT - Capacitance C400_C404_C409_C411","C400_C404_C409_C411","GELE",.000017766,.00001974,.000021714,"Fahrad",.1,"SPA-CAP-0009","CGA4J1X7R1E475K125AC","Capacitance Measurement - CS","TP422","TP312","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C400_C404_C409_C411","Replace C400_C404_C409_C411"
1,0,2,"020","360","ICT - Capacitance C402","C402","GELE",.000000423,.00000047,.000000517,"Fahrad",.1,"SPA-CAP-0010","CGA3E3X7R1E474K080AB","Capacitance Measurement - CS","TP401","TP402","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C402","Replace C402"
1,0,2,"020","370","ICT - Capacitance C405","C405","GELE",.00000000005,.0000000001,.00000000015,"Fahrad",.5,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP403","TP405","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C405","Replace C405"
1,0,2,"020","380","ICT - Capacitance C406","C406","GELE",.00000000005,.0000000001,.00000000015,"Fahrad",.5,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP403","TP408","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C406","Replace C406"
1,0,2,"020","390","ICT - Capacitance C407","C407","GELE",.00000000007,.0000000001,.00000000013,"Fahrad",.3,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP403","TP409","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C407","Replace C407"
1,0,2,"020","400","ICT - Capacitance C408","C408","GELE",.00000000007,.0000000001,.00000000013,"Fahrad",.3,"SPA-CAP-0006","GCM1555C1H101JA16D","Capacitance Measurement - CS","TP403","TP410","NA","NA",.2,"NA",100,"NA","NA",1,10,10,"Capacitance Measurement - C408","Replace C408"
1,0,4,"040","010","ICT - DIODE D100_FV","D100_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D100_FV","Replace D100_FV"
1,0,4,"040","020","ICT - DIODE D100_FR","D100_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D100_FR","Replace D100_FR"
1,0,4,"040","030","ICT - DIODE D101_FV","D101_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D101_FV","Replace D101_FV"
1,0,4,"040","040","ICT - DIODE D101_FR","D101_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D101_FR","Replace D101_FR"
1,0,4,"040","050","ICT - DIODE D102_FV","D102_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D102_FV","Replace D102_FV"
1,0,4,"040","060","ICT - DIODE D102_FR","D102_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D102_FR","Replace D102_FR"
1,0,4,"040","070","ICT - DIODE D103_FV","D103_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D103_FV","Replace D103_FV"
1,0,4,"040","080","ICT - DIODE D103_FR","D103_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D103_FR","Replace D103_FR"
1,0,4,"040","090","ICT - DIODE D104_CR1_FV","D104_CR1_FV","GELE",.624,.78,.936,"V",.2," SPA-DIO-0005","BAV99-Q","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D104_CR1_FV","Replace D104_CR1_FV"
1,0,4,"040","100","ICT - DIODE D104_CR1_FR","D104_CR1_FR","GELE",5.25,7,8.75,"Ohm",.25," SPA-DIO-0005","BAV99-Q","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D104_CR1_FR","Replace D104_CR1_FR"
1,0,4,"040","110","ICT - DIODE D104_CR2_FV","D104_CR2_FV","GELE",.624,.78,.936,"V",.2," SPA-DIO-0005","BAV99-Q","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D106_FV","Replace D106_FV"
1,0,4,"040","120","ICT - DIODE D104_CR2_FR","D104_CR2_FR","GELE",5.25,7,8.75,"Ohm",.25," SPA-DIO-0005","BAV99-Q","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D106_FR","Replace D106_FR"
1,0,4,"040","130","ICT - DIODE D105_FV","D105_FV","GELE",.344,.43,.516,"V",.2,"SPA-DIO-0004","RB068MM-60TFTR","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D105_FV","Replace D105_FV"
1,0,4,"040","140","ICT - DIODE D105_FR","D105_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0004","RB068MM-60TFTR","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D105_FR","Replace D105_FR"
1,0,4,"040","180","ICT - DIODE D200_FV","D200_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D200_FV","Replace D200_FV"
1,0,4,"040","190","ICT - DIODE D200_FR","D200_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D200_FR","Replace D200_FR"
1,0,4,"040","200","ICT - DIODE D201_FV","D201_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D201_FV","Replace D201_FV"
1,0,4,"040","210","ICT - DIODE D201_FR","D201_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D201_FR","Replace D201_FR"
1,0,4,"040","220","ICT - DIODE D202_FV","D202_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D202_FV","Replace D202_FV"
1,0,4,"040","230","ICT - DIODE D202_FR","D202_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D202_FR","Replace D202_FR"
1,0,4,"040","240","ICT - DIODE D203_FV","D203_FV","GELE",.24,.3,.36,"V",.2,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D203_FV","Replace D203_FV"
1,0,4,"040","250","ICT - DIODE D203_FR","D203_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0002","PMEG4010EPK,315","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D203_FR","Replace D203_FR"
1,0,4,"040","260","ICT - DIODE D204_CR1_FV","D204_CR1_FV","GELE",.624,.78,.936,"V",.2," SPA-DIO-0005","BAV99-Q","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D204_CR1_FV","Replace D204_CR1_FV"
1,0,4,"040","270","ICT - DIODE D204_CR1_FR","D204_CR1_FR","GELE",5.25,7,8.75,"Ohm",.25," SPA-DIO-0005","BAV99-Q","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D204_CR1_FR","Replace D204_CR1_FR"
1,0,4,"040","280","ICT - DIODE D204_CR2_FV","D204_CR2_FV","GELE",.624,.78,.936,"V",.2," SPA-DIO-0005","BAV99-Q","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D106_FV","Replace D106_FV"
1,0,4,"040","290","ICT - DIODE D204_CR2_FR","D204_CR2_FR","GELE",5.25,7,8.75,"Ohm",.25," SPA-DIO-0005","BAV99-Q","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D106_FR","Replace D106_FR"
1,0,4,"040","300","ICT - DIODE D205_FV","D205_FV","GELE",.344,.43,.516,"V",.2,"SPA-DIO-0004","RB068MM-60TFTR","Diode Test Forvard Voltage","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - D205_FV","Replace D205_FV"
1,0,4,"040","310","ICT - DIODE D205_FR","D205_FR","GELE",5.25,7,8.75,"Ohm",.25,"SPA-DIO-0004","RB068MM-60TFTR","Diode Test Dynamic Rezistance","TP121","TP105","NA","NA",2,10,"NA","NA","NA",1,10,10,"Forward Resistance - D205_FR","Replace D205_FR"
1,0,5,"050","010","ICT - Transistor Q100_RDSON","Q100_RDSON","GELE",2.5,5,7.5,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_ON Measurement","TP121","TP105","TP126","NA",5,10,1,"NA","NA",1,10,10,"Transistor Test - Q100_RDSON","Replace Q100"
1,0,5,"050","020","ICT - Transistor Q100_RDSOFF","Q100_RDSOFF","GELE",150,500,5750,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_OFF Measurement","TP121","TP105","TP127","NA",0,10,1,"NA","NA",1,10,10,"Transistor Test - Q100_RDSOFF","Replace Q100"
1,0,5,"050","030","ICT - Transistor Q101_RDSON","Q101_RDSON","GELE",2.5,5,7.5,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_ON Measurement","TP121","TP105","TP128","NA",5,10,1,"NA","NA",1,10,10,"Transistor Test - Q101_RDSON","Replace Q200"
1,0,5,"050","040","ICT - Transistor Q101_RDSOFF","Q101_RDSOFF","GELE",150,500,5750,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_OFF Measurement","TP121","TP105","TP129","NA",0,10,1,"NA","NA",1,10,10,"Transistor Test - Q101_RDSOFF","Replace Q200"
1,0,5,"050","050","ICT - Transistor Q200_RDSON","Q200_RDSON","GELE",2.5,5,7.5,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_ON Measurement","TP121","TP105","TP126","NA",5,10,1,"NA","NA",1,10,10,"Transistor Test - Q200_RDSON","Replace Q100"
1,0,5,"050","060","ICT - Transistor Q200_RDSOFF","Q200_RDSOFF","GELE",150,500,5750,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_OFF Measurement","TP121","TP105","TP127","NA",0,10,1,"NA","NA",1,10,10,"Transistor Test - Q200_RDSOFF","Replace Q100"
1,0,5,"050","070","ICT - Transistor Q201_RDSON","Q201_RDSON","GELE",2.5,5,7.5,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_ON Measurement","TP121","TP105","TP128","NA",5,10,1,"NA","NA",1,10,10,"Transistor Test - Q201_RDSON","Replace Q200"
1,0,5,"050","080","ICT - Transistor Q201_RDSOFF","Q201_RDSOFF","GELE",150,500,5750,"Ohm",.5,"SPA-FET-0002","PMV28ENEAR","MOSFET Test RDS_OFF Measurement","TP121","TP105","TP129","NA",0,10,1,"NA","NA",1,10,10,"Transistor Test - Q201_RDSOFF","Replace Q200"
1,0,6,"060","020","ICT - Protection Diode IC100_PIN2_PIN26","IC100_PIN2_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN26","Replace IC100"
1,0,6,"060","030","ICT - Protection Diode IC100_PIN3_PIN26","IC100_PIN3_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","040","ICT - Protection Diode IC100_PIN4_PIN26","IC100_PIN4_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","050","ICT - Protection Diode IC100_PIN5_PIN26","IC100_PIN5_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","060","ICT - Protection Diode IC100_PIN6_PIN26","IC100_PIN6_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","070","ICT - Protection Diode IC100_PIN8_PIN26","IC100_PIN8_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","090","ICT - Protection Diode IC100_PIN10_PIN26","IC100_PIN10_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","100","ICT - Protection Diode IC100_PIN11_PIN26","IC100_PIN11_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN11_PIN26","Replace IC100"
1,0,6,"060","110","ICT - Protection Diode IC100_PIN12_PIN26","IC100_PIN12_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN12_PIN26","Replace IC100"
1,0,6,"060","120","ICT - Protection Diode IC100_PIN13_PIN26","IC100_PIN13_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","130","ICT - Protection Diode IC100_PIN15_PIN26","IC100_PIN15_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","140","ICT - Protection Diode IC100_PIN16_PIN26","IC100_PIN16_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","150","ICT - Protection Diode IC100_PIN18_PIN26","IC100_PIN18_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","160","ICT - Protection Diode IC100_PIN19_PIN26","IC100_PIN19_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","170","ICT - Protection Diode IC100_PIN20_PIN26","IC100_PIN20_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","180","ICT - Protection Diode IC100_PIN21_PIN26","IC100_PIN21_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN21_PIN26","Replace IC100"
1,0,6,"060","190","ICT - Protection Diode IC100_PIN22_PIN26","IC100_PIN22_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN22_PIN26","Replace IC100"
1,0,6,"060","200","ICT - Protection Diode IC100_PIN23_PIN26","IC100_PIN23_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN23_PIN26","Replace IC100"
1,0,6,"060","210","ICT - Protection Diode IC100_PIN25_PIN26","IC100_PIN25_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN25_PIN26","Replace IC100"
1,0,6,"060","230","ICT - Protection Diode IC200_PIN2_PIN26","IC200_PIN2_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC200_PIN2_PIN26","Replace IC100"
1,0,6,"060","240","ICT - Protection Diode IC200_PIN3_PIN26","IC200_PIN3_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","250","ICT - Protection Diode IC200_PIN4_PIN26","IC200_PIN4_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","260","ICT - Protection Diode IC200_PIN5_PIN26","IC200_PIN5_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","270","ICT - Protection Diode IC200_PIN6_PIN26","IC200_PIN6_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","280","ICT - Protection Diode IC200_PIN8_PIN26","IC200_PIN8_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","300","ICT - Protection Diode IC200_PIN10_PIN26","IC200_PIN10_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","310","ICT - Protection Diode IC200_PIN11_PIN26","IC200_PIN11_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC200_PIN11_PIN26","Replace IC100"
1,0,6,"060","320","ICT - Protection Diode IC200_PIN12_PIN26","IC200_PIN12_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC200_PIN12_PIN26","Replace IC100"
1,0,6,"060","330","ICT - Protection Diode IC200_PIN13_PIN26","IC200_PIN13_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","340","ICT - Protection Diode IC200_PIN15_PIN26","IC200_PIN15_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","350","ICT - Protection Diode IC200_PIN16_PIN26","IC200_PIN16_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","360","ICT - Protection Diode IC200_PIN18_PIN26","IC200_PIN18_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","370","ICT - Protection Diode IC200_PIN19_PIN26","IC200_PIN19_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN2_PIN1","Replace IC100"
1,0,6,"060","380","ICT - Protection Diode IC200_PIN20_PIN26","IC200_PIN20_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC100_PIN3_PIN1","Replace IC100"
1,0,6,"060","390","ICT - Protection Diode IC200_PIN21_PIN26","IC200_PIN21_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC200_PIN21_PIN26","Replace IC100"
1,0,6,"060","400","ICT - Protection Diode IC200_PIN22_PIN26","IC200_PIN22_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC200_PIN22_PIN26","Replace IC100"
1,0,6,"060","410","ICT - Protection Diode IC200_PIN23_PIN26","IC200_PIN23_PIN26","GELE",.2,.5,.8,"V",.3," SPA-IC-0002","SIC219FQ","Diode Test Forvard Voltage","TP109","TP107","NA","NA",.1,10,"NA","NA","NA",1,10,10,"Forward Voltage Measurement - IC200_PIN23_PIN26","Replace IC100"
